,compound_id,smiles,docking_score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank,top_100
6001,ZINC000644951760,O=C(NC[C@H]1CCCC(=O)N1)N1CC2(CCC2)[C@@H]1C1CCOCC1,-5.3851,O=C1CCC[C@H](CNC(=O)N2CC3(CCC3)[C@@H]2C2CCOCC2)N1,-5.3851,,-0.0,0,2122.0,0
4589,ZINC000495736329,CO[C@H]1C[C@@H](C(=O)NCc2nc(C)no2)N(C(=O)OC(C)(C)C)C1,-5.38516,CO[C@H]1C[C@@H](C(=O)NCc2nc(C)no2)N(C(=O)OC(C)(C)C)C1,-5.38516,,-0.0,0,2123.0,0
2590,ZINC000645895026,O=S(=O)(CCCF)N1CCO[C@H](c2c(F)cccc2Cl)C1,-5.38546,O=S(=O)(CCCF)N1CCO[C@H](c2c(F)cccc2Cl)C1,-5.38546,,-0.0,0,2124.0,0
6859,ZINC000043702124,O=C(O)[C@H]1CN(C(=O)CSc2ccc(F)cc2)CCO1,-5.38624,O=C(O)[C@H]1CN(C(=O)CSc2ccc(F)cc2)CCO1,-5.38624,,-0.0,0,2125.0,0
1956,ZINC000025015099,Cc1cc(C)n(-c2ccccc2NC(=O)c2ccccc2F)n1,-5.38694,Cc1cc(C)n(-c2ccccc2NC(=O)c2ccccc2F)n1,-5.38694,,-0.0,0,2126.0,0
5385,ZINC000545182685,CO[C@@]1(CNC(=O)N[C@@H](c2nccs2)c2ccccc2)CCOC1,-5.38718,CO[C@@]1(CNC(=O)N[C@H](c2ccccc2)c2nccs2)CCOC1,-5.38718,,-0.0,0,2127.0,0
2440,ZINC000635107104,C[C@@H]1CCCCN(C(=O)C(=O)Nc2ccccc2-c2nnnn2C)C1,-5.387490000000001,C[C@@H]1CCCCN(C(=O)C(=O)Nc2ccccc2-c2nnnn2C)C1,-5.387490000000001,,-0.0,0,2128.0,0
6721,ZINC000263136815,COC[C@]1(C(=O)O)CCN(C(=O)c2cc3cc(Cl)ccc3o2)C1,-5.387580000000001,COC[C@]1(C(=O)O)CCN(C(=O)c2cc3cc(Cl)ccc3o2)C1,-5.387580000000001,,-0.0,0,2129.0,0
8630,ZINC000651744048,COC[C@H](CC(C)(C)C)N[C@@H]1CCOC(C)(C)C1,-5.38808,COC[C@H](CC(C)(C)C)N[C@@H]1CCOC(C)(C)C1,-5.38808,,-0.0,0,2130.0,0
1660,ZINC000416316552,C[C@@H]1[C@H](C)CN(C(=O)c2cc(O)nc(C3CC3)c2)[C@H]1C,-5.3882900000000005,C[C@@H]1[C@H](C)CN(C(=O)c2cc(O)nc(C3CC3)c2)[C@H]1C,-5.3882900000000005,,-0.0,0,2131.0,0
2767,ZINC000417146759,CCOCCCCNC(=O)N1CCC[C@@H](N2CCNCC2=O)C1,-5.38851,CCOCCCCNC(=O)N1CCC[C@@H](N2CCNCC2=O)C1,-5.38851,,-0.0,0,2132.0,0
6005,ZINC000072682209,C[C@@H](CS(C)(=O)=O)NC(=O)N(C)[C@@H](C)c1cc(F)ccc1F,-5.3886400000000005,C[C@@H](CS(C)(=O)=O)NC(=O)N(C)[C@@H](C)c1cc(F)ccc1F,-5.3886400000000005,,-0.0,0,2133.0,0
6722,ZINC000036204269,C=CCOC(=O)c1sc2nc(CN3CCN[C@H](C)C3)[nH]c(=O)c2c1C,-5.38866,C=CCOC(=O)c1sc2nc(CN3CCN[C@H](C)C3)[nH]c(=O)c2c1C,-5.38866,,-0.0,0,2134.0,0
2592,ZINC000600147809,CC(C)(C)OC(=O)[C@]1(C)CCCN1C(=O)c1ccc2c(c1)OCCO2,-5.38884,CC(C)(C)OC(=O)[C@]1(C)CCCN1C(=O)c1ccc2c(c1)OCCO2,-5.38884,,-0.0,0,2135.0,0
7822,ZINC000366979596,CCN(CC)C(=O)N1CCC[C@@H]1[C@H]1COCC[C@@H]1O,-5.38901,CCN(CC)C(=O)N1CCC[C@@H]1[C@H]1COCC[C@@H]1O,-5.38901,,-0.0,0,2136.0,0
8628,ZINC000638405575,O=C1C[C@@H](NCC2(c3cccc(Cl)c3)CCOCC2)CCCN1,-5.389130000000001,O=C1C[C@@H](NCC2(c3cccc(Cl)c3)CCOCC2)CCCN1,-5.389130000000001,,-0.0,0,2137.0,0
2441,ZINC000682205399,C[C@@H]1C[C@H](C(=O)Nc2cn(C)nc2-c2ccccn2)CO1,-5.39021,C[C@@H]1C[C@H](C(=O)Nc2cn(C)nc2-c2ccccn2)CO1,-5.39021,,-0.0,0,2138.0,0
8437,ZINC000602413836,CS[C@@H](C)CCC(=O)N1c2ccccc2N(C)C(=O)C1(C)C,-5.3903300000000005,CS[C@@H](C)CCC(=O)N1c2ccccc2N(C)C(=O)C1(C)C,-5.3903300000000005,,-0.0,0,2139.0,0
5539,ZINC000541765256,CCOc1ccccc1C(=O)N1CCO[C@H](C2CCCCC2)C1,-5.39061,CCOc1ccccc1C(=O)N1CCO[C@H](C2CCCCC2)C1,-5.39061,,-0.0,0,2140.0,0
4028,ZINC000597498689,N#CCC1CCN(C(=O)c2cc(Br)cc3c2OCCO3)CC1,-5.39078,N#CCC1CCN(C(=O)c2cc(Br)cc3c2OCCO3)CC1,-5.39078,,-0.0,0,2141.0,0
6720,ZINC000193928159,O=C(C1CCCCC1)N1CCN(C(=O)[C@H]2CCCCC(=O)N2)CC1,-5.391,O=C1CCCC[C@H](C(=O)N2CCN(C(=O)C3CCCCC3)CC2)N1,-5.391,,-0.0,0,2142.0,0
6157,ZINC000495778810,CSCC(C)(C)C(=O)NC1CN(C(=O)OC(C)(C)C)C1,-5.39112,CSCC(C)(C)C(=O)NC1CN(C(=O)OC(C)(C)C)C1,-5.39112,,-0.0,0,2143.0,0
5835,ZINC000440437342,CCc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CC[C@@H](N)[C@H](C)C1,-5.39124,CCc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CC[C@@H](N)[C@H](C)C1,-5.39124,,-0.0,0,2144.0,0
1955,ZINC000373590023,COC(=O)CCCCC(=O)N1CCC(c2nc(C)cc(C)n2)CC1,-5.391719999999999,COC(=O)CCCCC(=O)N1CCC(c2nc(C)cc(C)n2)CC1,-5.391719999999999,,-0.0,0,2145.0,0
5540,ZINC000371955757,CCO[C@@H]1C[C@@H](NS(=O)(=O)N(C)CCOC)[C@]12CCCO2,-5.39174,CCO[C@@H]1C[C@@H](NS(=O)(=O)N(C)CCOC)[C@]12CCCO2,-5.39174,,-0.0,0,2146.0,0
7507,ZINC000331401605,CC[C@H](C)[C@H](NC(C)=O)C(=O)NC1CCN(C2CC2)CC1,-5.39192,CC[C@H](C)[C@H](NC(C)=O)C(=O)NC1CCN(C2CC2)CC1,-5.39192,,-0.0,0,2147.0,0
8836,ZINC000660724728,COc1cccc(CN2C[C@@H](C)N(CCO)[C@@H](C)C2)c1Cl,-5.3936,COc1cccc(CN2C[C@@H](C)N(CCO)[C@@H](C)C2)c1Cl,-5.3936,,-0.0,0,2148.0,0
3887,ZINC000590403268,COC(=O)[C@H]1C[C@@H]1C(=O)N1CCC(n2cc(N(C)C)cn2)CC1,-5.39369,COC(=O)[C@H]1C[C@@H]1C(=O)N1CCC(n2cc(N(C)C)cn2)CC1,-5.39369,,-0.0,0,2149.0,0
8627,ZINC000637299608,CCCN(C(=O)NCc1cnnn1CC)[C@@H]1[C@@H]2CCO[C@H]2C1(C)C,-5.39382,CCCN(C(=O)NCc1cnnn1CC)[C@@H]1[C@@H]2CCO[C@H]2C1(C)C,-5.39382,,-0.0,0,2150.0,0
9796,ZINC000582536789,N#Cc1ccc(Br)cc1S(=O)(=O)NCc1cccs1,-5.39497,N#Cc1ccc(Br)cc1S(=O)(=O)NCc1cccs1,-5.39497,,-0.0,0,2151.0,0
2442,ZINC000453022020,COCc1ccc(CS(=O)(=O)Cc2ccc3c(c2)OCO3)cc1,-5.39509,COCc1ccc(CS(=O)(=O)Cc2ccc3c(c2)OCO3)cc1,-5.39509,,-0.0,0,2152.0,0
5837,ZINC000591322567,COC(=O)CNC(=O)[C@H]1CCCN1C(=O)CN(C)c1ccc(Cl)cn1,-5.3955,COC(=O)CNC(=O)[C@H]1CCCN1C(=O)CN(C)c1ccc(Cl)cn1,-5.3955,,-0.0,0,2153.0,0
4026,ZINC000565791596,CC(C)[C@@H](CO)CNS(=O)(=O)Cc1c(Cl)cccc1Cl,-5.39561,CC(C)[C@@H](CO)CNS(=O)(=O)Cc1c(Cl)cccc1Cl,-5.39561,,-0.0,0,2154.0,0
7042,ZINC000093030881,C[C@H](CCO)N(Cc1ccccc1)S(=O)(=O)c1c[nH]c2ncccc12,-5.396669999999999,C[C@H](CCO)N(Cc1ccccc1)S(=O)(=O)c1c[nH]c2ncccc12,-5.396669999999999,,-0.0,0,2155.0,0
6002,ZINC000489790304,CCc1n[nH]c(=NCc2cnn(Cc3ccc(C(F)(F)F)cc3)c2)s1,-5.39724,CCc1n[nH]c(=NCc2cnn(Cc3ccc(C(F)(F)F)cc3)c2)s1,-5.39724,,-0.0,0,2156.0,0
1799,ZINC000600646367,Cc1ccc(CSCC(=O)c2cccn2C)cc1C#N,-5.39735,Cc1ccc(CSCC(=O)c2cccn2C)cc1C#N,-5.39735,,-0.0,0,2157.0,0
4410,ZINC000374154903,C[C@@H]1CC[C@H](O)[C@H]([C@H]2CCCN2C(=O)c2ccccn2)C1,-5.39834,C[C@@H]1CC[C@H](O)[C@H]([C@H]2CCCN2C(=O)c2ccccn2)C1,-5.39834,,-0.0,0,2158.0,0
7505,ZINC000342047299,CCCN(CCO)C(=O)CCN1c2ccccc2CC[C@@H]1C,-5.39963,CCCN(CCO)C(=O)CCN1c2ccccc2CC[C@@H]1C,-5.39963,,-0.0,0,2159.0,0
9289,ZINC000078401302,COc1ccc(-c2nc(Cl)cc(-c3ccc(Cl)cc3)n2)cc1OC,-5.40031,COc1ccc(-c2nc(Cl)cc(-c3ccc(Cl)cc3)n2)cc1OC,-5.40031,,-0.0,0,2160.0,0
394,ZINC000266006296,C[C@H](CNC(=O)c1ccnc(N2CCCC2)n1)CN1CCN(C)CC1,-5.400519999999999,C[C@H](CNC(=O)c1ccnc(N2CCCC2)n1)CN1CCN(C)CC1,-5.400519999999999,,-0.0,0,2161.0,0
8443,ZINC000516032406,CC(C)[C@H]1OCC[C@@H]1C(=O)N1CCN(c2ncc[nH]2)CC1,-5.40072,CC(C)[C@H]1OCC[C@@H]1C(=O)N1CCN(c2ncc[nH]2)CC1,-5.40072,,-0.0,0,2162.0,0
62,ZINC000364524368,COC[C@@H](C)NC(=O)NC(=O)CN1CCC[C@H]1C1CCC1,-5.40123,COC[C@@H](C)NC(=O)NC(=O)CN1CCC[C@H]1C1CCC1,-5.40123,,-0.0,0,2163.0,0
6154,ZINC000497205354,C[C@H](C(=O)N[C@@]1(CO)CCOC1)N(C)C(=O)OC(C)(C)C,-5.40158,C[C@H](C(=O)N[C@@]1(CO)CCOC1)N(C)C(=O)OC(C)(C)C,-5.40158,,-0.0,0,2164.0,0
4897,ZINC000676734689,CNS(=O)(=O)[C@H]1CCN(C(=O)[C@@H]2CSCN2C(=O)C2CCC2)C1,-5.403580000000001,CNS(=O)(=O)[C@H]1CCN(C(=O)[C@@H]2CSCN2C(=O)C2CCC2)C1,-5.403580000000001,,-0.0,0,2165.0,0
4584,ZINC000277625755,CCOc1cccc([C@H](C)NC(=O)N[C@@H]2CCOC[C@@H]2C)c1,-5.40437,CCOc1cccc([C@H](C)NC(=O)N[C@@H]2CCOC[C@@H]2C)c1,-5.40437,,-0.0,0,2166.0,0
1506,ZINC000618182978,Cn1ncc(C(=O)N2CC[C@@H](C3CCCCC3)C2)c1-n1cccc1,-5.40453,Cn1ncc(C(=O)N2CC[C@@H](C3CCCCC3)C2)c1-n1cccc1,-5.40453,,-0.0,0,2167.0,0
5997,ZINC000344848445,CO[C@H](CCNC(=O)C(=O)N1C[C@H]2CCC[C@@H]21)C(F)(F)F,-5.40481,CO[C@H](CCNC(=O)C(=O)N1C[C@H]2CCC[C@@H]21)C(F)(F)F,-5.40481,,-0.0,0,2168.5,0
2109,ZINC000366206605,O=C(NC1C2CC3CC(C2)CC1C3)[C@@H]1C[C@H]1c1cccnc1,-5.40481,O=C(NC1C2CC3CC(C2)CC1C3)[C@@H]1C[C@H]1c1cccnc1,-5.40481,,-0.0,0,2168.5,0
6155,ZINC000501272326,CC[C@H](C)[C@H](NS(C)(=O)=O)C(=O)NCCn1cc(C(=O)OC)nn1,-5.40489,CC[C@H](C)[C@H](NS(C)(=O)=O)C(=O)NCCn1cc(C(=O)OC)nn1,-5.40489,,-0.0,0,2170.0,0
8626,ZINC000664664283,Cc1nc(NC(=O)C(=O)NCCOCCF)ccc1-c1ccccc1,-5.40512,Cc1nc(NC(=O)C(=O)NCCOCCF)ccc1-c1ccccc1,-5.40512,,-0.0,0,2171.0,0
8822,ZINC000015078642,Cc1cc(=O)oc2cc(OC(=O)C3C[C@H]4CCC[C@@H](C3)C4=O)ccc12,-5.40578,Cc1cc(=O)oc2cc(OC(=O)C3C[C@H]4CCC[C@@H](C3)C4=O)ccc12,-5.40578,,-0.0,0,2172.0,0
988,ZINC000280983924,CCc1nc2sccc2c(NCC(=O)NCC(F)F)n1,-5.40759,CCc1nc(NCC(=O)NCC(F)F)c2ccsc2n1,-5.40759,,-0.0,0,2173.0,0
5999,ZINC000297358585,COCc1cc(NC(=O)N2CCNC(=O)[C@H]2C)cc(C(=O)OC)c1,-5.408,COCc1cc(NC(=O)N2CCNC(=O)[C@H]2C)cc(C(=O)OC)c1,-5.408,,-0.0,0,2174.0,0
534,ZINC000061600310,CC1=NN(c2ccc(C(=O)N3CCN(CC(F)F)CC3)cc2)CC1,-5.40949,CC1=NN(c2ccc(C(=O)N3CCN(CC(F)F)CC3)cc2)CC1,-5.40949,,-0.0,0,2175.0,0
7040,ZINC000079682093,COCCN(Cc1ccccn1)C(=O)N[C@H](C)CN1CCCC1=O,-5.409590000000001,COCCN(Cc1ccccn1)C(=O)N[C@H](C)CN1CCCC1=O,-5.409590000000001,,-0.0,0,2176.0,0
63,ZINC000283033317,CN(CCCO)C(=O)NCc1ccnc(OCc2ccccc2)c1,-5.41021,CN(CCCO)C(=O)NCc1ccnc(OCc2ccccc2)c1,-5.41021,,-0.0,0,2177.0,0
1503,ZINC000267160505,Cc1[nH]c2c(cccc2C(=O)N(C)CC(C)(C)O)c1C,-5.41102,Cc1[nH]c2c(C(=O)N(C)CC(C)(C)O)cccc2c1C,-5.41102,,-0.0,0,2178.0,0
3420,ZINC000119329984,C=C[C@@H](C)NC(=O)C(=O)Nc1ccc(CC)c(F)c1,-5.41109,C=C[C@@H](C)NC(=O)C(=O)Nc1ccc(CC)c(F)c1,-5.41109,,-0.0,0,2179.0,0
5383,ZINC000620742596,CC1(C)CC(NC(=O)c2c(C(F)(F)F)nn(CCO)c2C(F)F)C1,-5.411490000000001,CC1(C)CC(NC(=O)c2c(C(F)(F)F)nn(CCO)c2C(F)F)C1,-5.411490000000001,,-0.0,0,2180.0,0
5224,ZINC000141575068,O=S(=O)(c1cccc(Cl)c1)N1CCN(c2cnccn2)CC1,-5.41173,O=S(=O)(c1cccc(Cl)c1)N1CCN(c2cnccn2)CC1,-5.41173,,-0.0,0,2181.0,0
4585,ZINC000185986987,COCc1nc(C)c(C(=O)NC[C@@H](C)c2nc(C)cs2)s1,-5.41187,COCc1nc(C)c(C(=O)NC[C@@H](C)c2nc(C)cs2)s1,-5.41187,,-0.0,0,2182.0,0
2258,ZINC000451028926,Cc1cccc(CS[C@@H](C)C(=O)NC(=O)NC(C)(C)C)c1,-5.4119,Cc1cccc(CS[C@@H](C)C(=O)NC(=O)NC(C)(C)C)c1,-5.4119,,-0.0,0,2183.0,0
533,ZINC000299284991,O=C(C[C@H]1Oc2ccccc2NC1=O)N1CCc2[nH]ncc2C1,-5.41194,O=C1Nc2ccccc2O[C@@H]1CC(=O)N1CCc2[nH]ncc2C1,-5.41194,,-0.0,0,2184.0,0
3589,ZINC000610544035,CCOC(=O)c1sc(CNC(=O)c2cnc(C3CC3)s2)nc1C,-5.4124300000000005,CCOC(=O)c1sc(CNC(=O)c2cnc(C3CC3)s2)nc1C,-5.4124300000000005,,-0.0,0,2185.0,0
2920,ZINC000488568755,O=C1CN(Cc2ccc(OC(F)F)c(F)c2)CN1CC(F)(F)F,-5.4131,O=C1CN(Cc2ccc(OC(F)F)c(F)c2)CN1CC(F)(F)F,-5.4131,,-0.0,0,2186.0,0
6312,ZINC000356542325,C[C@@H](C1CCC1)N(C)C(=O)[C@H]1CCCN(C(=O)N2CCCC2)C1,-5.413469999999999,C[C@@H](C1CCC1)N(C)C(=O)[C@H]1CCCN(C(=O)N2CCCC2)C1,-5.413469999999999,,-0.0,0,2187.0,0
4226,ZINC000157822177,CC(C)c1noc([C@H](C)N2CCO[C@H](c3cccs3)C2)n1,-5.41359,CC(C)c1noc([C@H](C)N2CCO[C@H](c3cccs3)C2)n1,-5.41359,,-0.0,0,2188.0,0
2108,ZINC000354188904,COCCC(C)(C)NC(=O)NCCc1cc(OC)ccc1OC,-5.4138,COCCC(C)(C)NC(=O)NCCc1cc(OC)ccc1OC,-5.4138,,-0.0,0,2189.0,0
7350,ZINC000270677500,CCN(CC(F)(F)F)C(=O)C(C)(C)c1ccc([N+](=O)[O-])cc1,-5.41409,CCN(CC(F)(F)F)C(=O)C(C)(C)c1ccc([N+](=O)[O-])cc1,-5.41409,,-0.0,0,2190.0,0
395,ZINC000664641775,CN(CC1=CCSC1)c1nc(C2CC2)ns1,-5.41424,CN(CC1=CCSC1)c1nc(C2CC2)ns1,-5.41424,,-0.0,0,2191.0,0
8435,ZINC000613025985,CCO[C@]1(c2nnc(N3CC[C@@H](C)[C@H]3CC)n2CC2CC2)CCOC1,-5.4143,CCO[C@]1(c2nnc(N3CC[C@@H](C)[C@H]3CC)n2CC2CC2)CCOC1,-5.4143,,-0.0,0,2192.0,0
531,ZINC000347894305,O=C(NC[C@H](CO)CC1CCCC1)NC[C@H]1CC=CCC1,-5.414619999999999,O=C(NC[C@H]1CC=CCC1)NC[C@H](CO)CC1CCCC1,-5.414619999999999,,-0.0,0,2193.0,0
6311,ZINC000128763216,COCCn1nc(C)c(NC(=O)[C@H]2C[C@H]2c2sccc2C)c1C,-5.41595,COCCn1nc(C)c(NC(=O)[C@H]2C[C@H]2c2sccc2C)c1C,-5.41595,,-0.0,0,2194.0,0
7184,ZINC000194030163,C=CCC[C@@H](NS(=O)(=O)[C@H](C)C(=O)N(C)C)c1ccccc1,-5.4160900000000005,C=CCC[C@@H](NS(=O)(=O)[C@H](C)C(=O)N(C)C)c1ccccc1,-5.4160900000000005,,-0.0,0,2195.0,0
3588,ZINC000371306825,CCCNC(=O)CN(C)[C@H]1CCN(C2CCN(C)CC2)C1,-5.41614,CCCNC(=O)CN(C)[C@H]1CCN(C2CCN(C)CC2)C1,-5.41614,,-0.0,0,2196.0,0
5676,ZINC000534441001,CN(C)[C@H]1CCC[C@H](NC(=O)NCCc2cnc(C3CC3)nc2)C1,-5.41742,CN(C)[C@H]1CCC[C@H](NC(=O)NCCc2cnc(C3CC3)nc2)C1,-5.41742,,-0.0,0,2197.0,0
1797,ZINC000120605729,COc1cccc(CCC(=O)NCc2ncn(C)n2)c1,-5.4175,COc1cccc(CCC(=O)NCc2ncn(C)n2)c1,-5.4175,,-0.0,0,2198.0,0
1343,ZINC000444521969,CC(C)[C@@H]1CCCN(C(=O)CN=c2ccc(C#N)c[nH]2)C1,-5.41804,CC(C)[C@@H]1CCCN(C(=O)CN=c2ccc(C#N)c[nH]2)C1,-5.41804,,-0.0,0,2199.0,0
5674,ZINC000564493065,CCOC(=O)c1cnc(N(C)Cc2ccccc2N(C)C)cn1,-5.41909,CCOC(=O)c1cnc(N(C)Cc2ccccc2N(C)C)cn1,-5.41909,,-0.0,0,2200.0,0
3098,ZINC000369772478,CSc1ccc(O[C@@H](C)C(=O)N2CCCC23CCOCC3)cc1,-5.4191400000000005,CSc1ccc(O[C@@H](C)C(=O)N2CCCC23CCOCC3)cc1,-5.4191400000000005,,-0.0,0,2201.0,0
393,ZINC000431821263,Cc1nc(N(C)Cc2ccccn2)nc(C)c1CC(C)C,-5.42042,Cc1nc(N(C)Cc2ccccn2)nc(C)c1CC(C)C,-5.42042,,-0.0,0,2202.0,0
7821,ZINC000367935688,Cc1nsc(N2CCC[C@@]3(CCN(C(=O)OC(C)(C)C)C3)C2)n1,-5.42051,Cc1nsc(N2CCC[C@@]3(CCN(C(=O)OC(C)(C)C)C3)C2)n1,-5.42051,,-0.0,0,2203.0,0
2589,ZINC000290786666,O=C(CNS(=O)(=O)c1cccnc1)N1CC=C(C(F)(F)F)CC1,-5.42099,O=C(CNS(=O)(=O)c1cccnc1)N1CC=C(C(F)(F)F)CC1,-5.42099,,-0.0,0,2204.0,0
8436,ZINC000621120946,CCn1ncc2cc(C(=O)N3C[C@H](C)O[C@@](C)(C(F)F)C3)c(C)nc21,-5.42143,CCn1ncc2cc(C(=O)N3C[C@H](C)O[C@@](C)(C(F)F)C3)c(C)nc21,-5.42143,,-0.0,0,2205.0,0
5675,ZINC000171829845,Cc1c([C@H](C)Nc2ccc(S(=O)(=O)N3CCCCC3)cn2)cnn1C,-5.421880000000001,Cc1c([C@H](C)Nc2ccc(S(=O)(=O)N3CCCCC3)cn2)cnn1C,-5.421880000000001,,-0.0,0,2206.0,0
5384,ZINC000176772616,CCC(CC)CN(CCC#N)C(=O)c1cc(OC)cs1,-5.42271,CCC(CC)CN(CCC#N)C(=O)c1cc(OC)cs1,-5.42271,,-0.0,0,2207.0,0
6577,ZINC000602268445,C[C@@H]1C[C@@H]1N1C[C@@H](NC(=O)N2CC[C@H]3CC[C@@H](C2)[S@]3=O)CC1=O,-5.42289,C[C@@H]1C[C@@H]1N1C[C@@H](NC(=O)N2CC[C@H]3CC[C@@H](C2)[S@@+]3[O-])CC1=O,-5.42289,,-0.0,0,2208.0,0
8299,ZINC000567054251,CS(=O)(=O)N1CC[C@H](NC(=O)N2C[C@@H]3CCC[C@@]3(C(=O)O)C2)C1,-5.42367,CS(=O)(=O)N1CC[C@H](NC(=O)N2C[C@@H]3CCC[C@@]3(C(=O)O)C2)C1,-5.42367,,-0.0,0,2209.0,0
2437,ZINC000354348686,CCOC(=O)[C@H](C)N(C)C(=O)Cc1nc2ncccn2n1,-5.42373,CCOC(=O)[C@H](C)N(C)C(=O)Cc1nc2ncccn2n1,-5.42373,,-0.0,0,2210.0,0
1504,ZINC000656336966,CCO[C@H]1C[C@@H](NC(=O)N2CCOc3ccccc3C2)C1,-5.42393,CCO[C@H]1C[C@@H](NC(=O)N2CCOc3ccccc3C2)C1,-5.42393,,-0.0,0,2211.0,0
9794,ZINC000623940937,O=C(Nc1cnoc1)C1(c2cccc(Cl)c2)CC1,-5.42442,O=C(Nc1cnoc1)C1(c2cccc(Cl)c2)CC1,-5.42442,,-0.0,0,2212.0,0
1953,ZINC000633533304,CCON1CCC(CC(=O)N2CCC[C@H](c3cccnc3)C2)CC1,-5.42541,CCON1CCC(CC(=O)N2CCC[C@H](c3cccnc3)C2)CC1,-5.42541,,-0.0,0,2213.0,0
6718,ZINC000617728492,Cc1ccc(C[C@H](C)C(=O)NCCN2C[C@H](C)OC[C@H]2C)cc1,-5.42543,Cc1ccc(C[C@H](C)C(=O)NCCN2C[C@H](C)OC[C@H]2C)cc1,-5.42543,,-0.0,0,2214.0,0
3421,ZINC000287610928,C#CC[C@H](Cc1ccccc1)NC(=O)N(C)[C@@H](C)c1ccncc1,-5.42547,C#CC[C@H](Cc1ccccc1)NC(=O)N(C)[C@@H](C)c1ccncc1,-5.42547,,-0.0,0,2215.0,0
6000,ZINC000227050261,CCN1C[C@H](C(=O)NC[C@@H](O)C(=O)OC)CC1=O,-5.42604,CCN1C[C@H](C(=O)NC[C@@H](O)C(=O)OC)CC1=O,-5.42604,,-0.0,0,2216.0,0
990,ZINC000078721117,CCN(CCCN1CCOCC1)[C@H]1CCS(=O)(=O)C1,-5.42627,CCN(CCCN1CCOCC1)[C@H]1CCS(=O)(=O)C1,-5.42627,,-0.0,0,2217.0,0
8126,ZINC000496966328,C[C@@H]1C[C@H](CN2CCn3cnnc3C2)CCN1C(=O)OC(C)(C)C,-5.42841,C[C@@H]1C[C@H](CN2CCn3cnnc3C2)CCN1C(=O)OC(C)(C)C,-5.42841,,-0.0,0,2218.0,0
2438,ZINC000356798084,C[C@@H]1[C@H](C(=O)N[C@H]2C[C@H](O)C2(C)C)CCN1c1ccccc1,-5.42886,C[C@@H]1[C@H](C(=O)N[C@H]2C[C@H](O)C2(C)C)CCN1c1ccccc1,-5.42886,,-0.0,0,2219.0,0
8625,ZINC000650241570,CC(C)N(CC(=O)N1CCCCCC1)C(=O)CS(=O)(=O)C1CC1,-5.42895,CC(C)N(CC(=O)N1CCCCCC1)C(=O)CS(=O)(=O)C1CC1,-5.42895,,-0.0,0,2220.0,0
396,ZINC000356196916,CCOC(=O)c1ccc(F)c(C)c1NC(=O)[C@@H]1CCC(=O)[C@H](C)C1,-5.42911,CCOC(=O)c1ccc(F)c(C)c1NC(=O)[C@@H]1CCC(=O)[C@H](C)C1,-5.42911,,-0.0,0,2221.5,0
9795,ZINC000280798840,CC1(C)C[C@H]1C(=O)N[C@H]1C[C@H](c2cccc(F)c2)C1,-5.42911,CC1(C)C[C@H]1C(=O)N[C@H]1C[C@H](c2cccc(F)c2)C1,-5.42911,,-0.0,0,2221.5,0
1657,ZINC000615219535,Cc1csc([C@@H](C)C(=O)Nc2c(C)[nH]nc2O)n1,-5.42922,Cc1csc([C@@H](C)C(=O)Nc2c(O)n[nH]c2C)n1,-5.42922,,-0.0,0,2223.0,0
1505,ZINC000499347334,COCCN1C[C@H](C(=O)N(C)[C@@H](C)c2ccc(Cl)c(Cl)c2)CC1=O,-5.429469999999999,COCCN1C[C@H](C(=O)N(C)[C@@H](C)c2ccc(Cl)c(Cl)c2)CC1=O,-5.429469999999999,,-0.0,0,2224.0,0
7671,ZINC000345561883,CCCCN(C)C[C@@H](C)NC(=O)C(C)(C)NS(C)(=O)=O,-5.43008,CCCCN(C)C[C@@H](C)NC(=O)C(C)(C)NS(C)(=O)=O,-5.43008,,-0.0,0,2225.0,0
5223,ZINC000422223691,CC[C@H](C)CNC(=O)N1CCCC[C@@H]1[C@H]1CNC(=O)C1,-5.43166,CC[C@H](C)CNC(=O)N1CCCC[C@@H]1[C@H]1CNC(=O)C1,-5.43166,,-0.0,0,2226.0,0
2588,ZINC000643560226,NC[C@H]1CN(C(=O)C(=O)N2C[C@@H]3CCCC[C@@H]3C2)CCCO1,-5.432,NC[C@H]1CN(C(=O)C(=O)N2C[C@H]3CCCC[C@H]3C2)CCCO1,-5.432,,-0.0,0,2227.0,0
7672,ZINC000348338408,COC(=O)C[C@H](C)CC(=O)N1CCNC(=O)[C@@H]1C(C)C,-5.43213,COC(=O)C[C@H](C)CC(=O)N1CCNC(=O)[C@@H]1C(C)C,-5.43213,,-0.0,0,2228.0,0
3097,ZINC000281319568,Cc1ncc(C(=O)NCC2C[C@H](C)O[C@@H](C)C2)s1,-5.43411,Cc1ncc(C(=O)NCC2C[C@H](C)O[C@@H](C)C2)s1,-5.43411,,-0.0,0,2229.0,0
3099,ZINC000075385576,CC[C@@H]1CN(C(=O)c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)CCS1,-5.43451,CC[C@@H]1CN(C(=O)c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)CCS1,-5.43451,,-0.0,0,2230.0,0
