,compound_id,smiles,docking_score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank
6817,ZINC000540721837,CS(=O)(=O)[C@@H]1CCC[C@H](NC(=O)C2(c3ccc(F)cc3F)CCC2)C1,-6.38956,CS(=O)(=O)[C@@H]1CCC[C@H](NC(=O)C2(c3ccc(F)cc3F)CCC2)C1,-6.38956,,-0.0,0,5228.5
4586,ZINC000616363325,O=C(N[C@@H]1CCNC(=O)CC1)c1ccc(OC[C@@H]2CCCO2)cc1,-5.441319999999999,O=C1CC[C@H](NC(=O)c2ccc(OC[C@@H]3CCCO3)cc2)CCN1,-5.441319999999999,,-0.0,0,2249.0
8508,ZINC000635109346,Cc1cccc(C)c1NC(=O)CNC(=O)C12CCCN(CCC1)C2,-7.468369999999999,Cc1cccc(C)c1NC(=O)CNC(=O)C12CCCN(CCC1)C2,-7.468369999999999,,-0.0,0,8473.0
7910,ZINC000436184882,CC[C@H](C)[C@@H](NC(=O)[C@H](C)N1CCCCCC1)C(F)(F)F,-6.75845,CC[C@H](C)[C@@H](NC(=O)[C@H](C)N1CCCCCC1)C(F)(F)F,-6.75845,,-0.0,0,6520.0
3144,ZINC000373773562,COc1cc([N+](=O)[O-])ccc1CN1CCNC(=O)[C@H]1c1ccccc1,-7.576219999999999,COc1cc([N+](=O)[O-])ccc1CN1CCNC(=O)[C@H]1c1ccccc1,-7.576219999999999,,-0.0,0,8695.0
8520,ZINC000642197115,CC(C)C[C@@H]1C[C@H](NC(=O)C(=O)N2CC[C@@H]3CCN[C@@H]3C2)CCO1,-7.209960000000001,CC(C)C[C@@H]1C[C@H](NC(=O)C(=O)N2CC[C@@H]3CCN[C@@H]3C2)CCO1,-7.209960000000001,,-0.0,0,7856.0
4325,ZINC000601733541,CN(C[C@H]1CN(C)CCO1)C(=O)c1cccc([S@](C)=O)c1,-6.77889,CN1CCO[C@@H](CN(C)C(=O)c2cccc([S@+](C)[O-])c2)C1,-6.77889,,-0.0,0,6593.0
3467,ZINC000595205382,C[C@@]1(C#N)CCN(C(=O)C(=O)Nc2ccccc2OC2CCCC2)C1,-8.152460000000001,C[C@@]1(C#N)CCN(C(=O)C(=O)Nc2ccccc2OC2CCCC2)C1,-8.152460000000001,,-0.0,0,9467.0
6809,ZINC000172379846,Cc1nn(C)c(C)c1S(=O)(=O)Nc1nc2c(s1)COCC2,-6.49491,Cc1nn(C)c(C)c1S(=O)(=O)Nc1nc2c(s1)COCC2,-6.49491,,-0.0,0,5570.0
6523,ZINC000423210011,Cc1ccc([C@@H](N[C@@H]2CCNC2)c2ccccc2)c(C)c1,-6.742310000000001,Cc1ccc([C@@H](N[C@@H]2CCNC2)c2ccccc2)c(C)c1,-6.742310000000001,,-0.0,0,6458.0
7452,ZINC000297824319,CC[C@@H](C)[C@@H](NC(=O)C(=O)NCc1ccc(C)cc1)C(F)(F)F,-6.43162,CC[C@@H](C)[C@@H](NC(=O)C(=O)NCc1ccc(C)cc1)C(F)(F)F,-6.43162,,-0.0,0,5366.0
6618,ZINC000659982009,COC[C@@]1(C(N)=O)CCCN1S(=O)(=O)c1ccc(F)cc1OC,-4.3874,COC[C@@]1(C(N)=O)CCCN1S(=O)(=O)c1ccc(F)cc1OC,-4.3874,,-0.0,0,561.0
6007,ZINC000422037682,CCCc1cc(C(=O)N2C[C@H](O)CC[C@H]2C)ccn1,-5.2981,CCCc1cc(C(=O)N2C[C@H](O)CC[C@H]2C)ccn1,-5.2981,,-0.0,0,1896.0
9916,ZINC000119318147,CN(C)c1cccc(CNC(=O)N[C@@H]2CCN(c3ccccc3)C2)n1,-6.43087,CN(C)c1cccc(CNC(=O)N[C@@H]2CCN(c3ccccc3)C2)n1,-6.43087,,-0.0,0,5363.0
2268,ZINC000334961753,C[C@@H](O)C1CCN(C(=O)C[C@@H]2CCCC(C)(C)C2)CC1,-5.23556,C[C@@H](O)C1CCN(C(=O)C[C@@H]2CCCC(C)(C)C2)CC1,-5.23556,,-0.0,0,1766.0
345,ZINC000281174427,Cc1oc(C#N)cc1C(=O)N1CCc2cccc(C)c2C1,-6.461790000000001,Cc1cccc2c1CN(C(=O)c1cc(C#N)oc1C)CC2,-6.461790000000001,,-0.0,0,5466.0
4223,ZINC000354264253,CC[C@@H](C)[C@@H](NC(C)=O)C(=O)NC1CCC(O)CC1,-5.50898,CC[C@@H](C)[C@@H](NC(C)=O)C(=O)NC1CCC(O)CC1,-5.50898,,-0.0,0,2416.0
878,ZINC000566660637,C[C@]1(CCC(=O)NC/C=C\c2ccc(Br)cc2)CCC(=O)N1,-7.52509,C[C@]1(CCC(=O)NC/C=C\c2ccc(Br)cc2)CCC(=O)N1,-7.52509,,-0.0,0,8586.0
8758,ZINC000493311591,CCN1CCN(CC(=O)N2CCN3C(=O)OC[C@@H]3C2)CC1,-6.888039999999999,CCN1CCN(CC(=O)N2CCN3C(=O)OC[C@@H]3C2)CC1,-6.888039999999999,,-0.0,0,6946.0
6222,ZINC000416102191,C[C@@H]1CC(C(=O)Nc2nc3c(s2)CC(C)(C)CC3)C[C@@H](C)O1,-7.209210000000001,C[C@@H]1CC(C(=O)Nc2nc3c(s2)CC(C)(C)CC3)C[C@@H](C)O1,-7.209210000000001,,-0.0,0,7854.0
3646,ZINC000080423736,COc1cc(C)ccc1NC(=O)c1cnc2sccn2c1=O,-7.268560000000001,COc1cc(C)ccc1NC(=O)c1cnc2sccn2c1=O,-7.268560000000001,,-0.0,0,8010.0
5332,ZINC000456997128,Cc1cnc(C(=O)N[C@@H](C)[C@@H]2CCC[C@H](C)C2)cn1,-6.14553,Cc1cnc(C(=O)N[C@@H](C)[C@@H]2CCC[C@H](C)C2)cn1,-6.14553,,-0.0,0,4417.0
5140,ZINC000497175648,CC(C)(C)OC(=O)N1CC[C@](C)(C(=O)Nc2ccc3cc[nH]c3n2)C1,-6.73548,CC(C)(C)OC(=O)N1CC[C@](C)(C(=O)Nc2ccc3cc[nH]c3n2)C1,-6.73548,,-0.0,0,6429.0
8525,ZINC000658256259,CC(C)(C)N1CCC(N[C@@H]2C[C@@H](O)C23CCC3)CC1,-7.09625,CC(C)(C)N1CCC(N[C@@H]2C[C@@H](O)C23CCC3)CC1,-7.09625,,-0.0,0,7537.0
6321,ZINC000566320339,COC(=O)CCC(=O)N[C@H](C(=O)OC)[C@@H]1CCC[C@H](OC)C1,-5.15609,COC(=O)CCC(=O)N[C@H](C(=O)OC)[C@@H]1CCC[C@H](OC)C1,-5.15609,,-0.0,0,1586.0
3715,ZINC000648444292,COc1cccc2c1OC[C@H](NCc1ccncc1F)C2,-6.652310000000001,COc1cccc2c1OC[C@H](NCc1ccncc1F)C2,-6.652310000000001,,-0.0,0,6114.0
3611,ZINC000348218414,CC(C)OCCNC(=O)[C@@H](C)Oc1ccccc1F,-4.60582,CC(C)OCCNC(=O)[C@@H](C)Oc1ccccc1F,-4.60582,,-0.0,0,753.0
9825,ZINC000411337351,C[C@@]1(F)CCN(C(=O)C(=O)N[C@@H](CCc2ccccc2)C(F)(F)F)C1,-7.94598,C[C@@]1(F)CCN(C(=O)C(=O)N[C@@H](CCc2ccccc2)C(F)(F)F)C1,-7.94598,,-0.0,0,9260.0
3975,ZINC000337939623,Cc1ccc(Cn2cc([N+](=O)[O-])c(C(N)=O)n2)cc1Br,-6.23313,Cc1ccc(Cn2cc([N+](=O)[O-])c(C(N)=O)n2)cc1Br,-6.23313,,-0.0,0,4706.0
7209,ZINC000181253245,CCOc1ccc(S(=O)(=O)N2CC[C@H](c3ccccc3)C2)cn1,-4.22498,CCOc1ccc(S(=O)(=O)N2CC[C@H](c3ccccc3)C2)cn1,-4.22498,,-0.0,0,427.0
5103,ZINC000343498402,CO[C@H](c1ccccc1F)[C@@H](C)NC(=O)c1ccc(C(N)=O)s1,-7.707330000000001,CO[C@H](c1ccccc1F)[C@@H](C)NC(=O)c1ccc(C(N)=O)s1,-7.707330000000001,,-0.0,0,8912.0
8861,ZINC000064379295,COc1ccc2c(c1)OC[C@H](C(=O)Nc1cc(OC)cc(OC)c1)C2,-7.65705,COc1cc(NC(=O)[C@H]2COc3cc(OC)ccc3C2)cc(OC)c1,-7.65705,,-0.0,0,8833.0
390,ZINC000265527047,O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC[C@H]1CO,-5.68181,O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC[C@H]1CO,-5.68181,,-0.0,0,2881.0
5404,ZINC000554495856,COC(=O)COCC(=O)Nc1cccc(CSC)c1,-4.62441,COC(=O)COCC(=O)Nc1cccc(CSC)c1,-4.62441,,-0.0,0,770.0
3452,ZINC000078274152,Cc1cc(C(=O)N(C)[C@H](C)c2cc(C)ccc2C)no1,-4.45262,Cc1ccc(C)c([C@@H](C)N(C)C(=O)c2cc(C)on2)c1,-4.45262,,-0.0,0,618.0
7053,ZINC000041164778,COCc1ccc(C(=O)N2CCC[C@@H](CNS(C)(=O)=O)C2)cc1,-5.16744,COCc1ccc(C(=O)N2CCC[C@@H](CNS(C)(=O)=O)C2)cc1,-5.16744,,-0.0,0,1613.0
1118,ZINC000273882629,C[C@H]1C[C@@H]1NC(=O)Nc1ccncc1I,-6.206930000000001,C[C@H]1C[C@@H]1NC(=O)Nc1ccncc1I,-6.206930000000001,,-0.0,0,4624.0
6041,ZINC000632800022,COc1cncc(C(=O)N2C[C@H](C)O[C@@]3(CCO[C@@H]3C)C2)c1C,-4.43366,COc1cncc(C(=O)N2C[C@H](C)O[C@@]3(CCO[C@@H]3C)C2)c1C,-4.43366,,-0.0,0,600.0
4756,ZINC000654998603,CO[C@H](C(=O)N[C@]1(CO)CCOC1)c1ccccc1Br,-5.16781,CO[C@H](C(=O)N[C@]1(CO)CCOC1)c1ccccc1Br,-5.16781,,-0.0,0,1614.0
4456,ZINC000492140267,C/C=C(/C=C/C(=O)N(C)Cc1ccccc1[N+](=O)[O-])CC,-4.40216,C/C=C(/C=C/C(=O)N(C)Cc1ccccc1[N+](=O)[O-])CC,-4.40216,,-0.0,0,572.0
7885,ZINC000423410598,CNCCc1ccccc1C(=O)Nc1ccc2c(c1)N(C)CCO2,-7.26992,CNCCc1ccccc1C(=O)Nc1ccc2c(c1)N(C)CCO2,-7.26992,,-0.0,0,8018.0
3712,ZINC000369895336,CC(C)CC[C@H](C)NC(=O)N(C)C[C@@H]1CCCN1c1cccnn1,-5.85345,CC(C)CC[C@H](C)NC(=O)N(C)C[C@@H]1CCCN1c1cccnn1,-5.85345,,-0.0,0,3406.0
2635,ZINC000665189522,O=C(N[C@@H]1CCc2ccc(O)cc21)N[C@@H]1C[C@H]2C[C@H]2C1,-7.79805,O=C(N[C@H]1C[C@@H]2C[C@@H]2C1)N[C@@H]1CCc2ccc(O)cc21,-7.79805,,-0.0,0,9039.0
6296,ZINC000487722438,CCS(=O)(=O)N(C)CC(=O)N[C@H](c1nnc2ccccn21)C(C)C,-5.70151,CCS(=O)(=O)N(C)CC(=O)N[C@H](c1nnc2ccccn12)C(C)C,-5.70151,,-0.0,0,2942.0
4470,ZINC000419476306,CN[C@@H](C)CNC(=O)C(=O)NCCCCN1C[C@H](C)C[C@H](C)C1,-8.36735,CN[C@@H](C)CNC(=O)C(=O)NCCCCN1C[C@H](C)C[C@H](C)C1,-8.36735,,-0.0,0,9649.0
6323,ZINC000334061167,CCCN1C[C@@H](C(=O)N2CCS(=O)(=O)CC[C@H]2C)CC1=O,-5.11308,CCCN1C[C@@H](C(=O)N2CCS(=O)(=O)CC[C@H]2C)CC1=O,-5.11308,,-0.0,0,1512.0
697,ZINC000122833324,C[C@@H](O)CCn1cnc(-c2ccc([N+](=O)[O-])cc2)n1,-5.19201,C[C@@H](O)CCn1cnc(-c2ccc([N+](=O)[O-])cc2)n1,-5.19201,,-0.0,0,1660.0
6626,ZINC000466696680,CCCC(C)(C)NC(=O)N[C@H]1C[C@](C)(OC)C1(C)C,-3.91237,CCCC(C)(C)NC(=O)N[C@H]1C[C@](C)(OC)C1(C)C,-3.91237,,-0.0,0,272.0
2138,ZINC000228116370,CSCCN(C)C(=O)CCc1ccccc1N,-2.90763,CSCCN(C)C(=O)CCc1ccccc1N,-2.90763,,-0.0,0,49.0
1762,ZINC000309837874,CSc1ccc(CN[C@H](C)[C@H](CO)SC)s1,-6.159009999999999,CSc1ccc(CN[C@H](C)[C@H](CO)SC)s1,-6.159009999999999,,-0.0,0,4451.0
3345,ZINC000462674626,CC[C@H]1CCC[C@H](NCc2cccc(NC(=O)C3CCC3)c2)C1,-6.73032,CC[C@H]1CCC[C@H](NCc2cccc(NC(=O)C3CCC3)c2)C1,-6.73032,,-0.0,0,6408.0
470,ZINC000125681237,CO[C@H](CNc1ccc([N+](=O)[O-])c(S(C)(=O)=O)c1)c1ccc(F)cc1,-6.788860000000001,CO[C@H](CNc1ccc([N+](=O)[O-])c(S(C)(=O)=O)c1)c1ccc(F)cc1,-6.788860000000001,,-0.0,0,6629.0
5189,ZINC000132557816,Cn1c(S)nnc1CCNC(=O)Cn1cnc(-c2ccccc2)n1,-6.04855,Cn1c(S)nnc1CCNC(=O)Cn1cnc(-c2ccccc2)n1,-6.04855,,-0.0,0,4077.0
5652,ZINC000368892437,CN(C(=O)c1cc2c(s1)CCCCC2)[C@H]1CCCCNC1=O,-5.968030000000001,CN(C(=O)c1cc2c(s1)CCCCC2)[C@H]1CCCCNC1=O,-5.968030000000001,,-0.0,0,3800.0
973,ZINC000334879179,C[C@@H](N)[C@@H](C)NC(=O)C(=O)N1CCc2cc(F)c(F)cc21,-7.920560000000001,C[C@@H](N)[C@@H](C)NC(=O)C(=O)N1CCc2cc(F)c(F)cc21,-7.920560000000001,,-0.0,0,9234.0
9107,ZINC000450406163,CC(C)C(=O)NCCCN=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)cs1,-5.50067,CC(C)C(=O)NCCCN=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)cs1,-5.50067,,-0.0,0,2392.0
1480,ZINC000530014196,C[C@H]1CC(F)(F)CCN1C(=O)CCn1nnc2ccccc2c1=O,-5.808669999999999,C[C@H]1CC(F)(F)CCN1C(=O)CCn1nnc2ccccc2c1=O,-5.808669999999999,,-0.0,0,3278.0
780,ZINC000123979491,C[C@H](N[C@@H](CN(C)C)c1ccccc1)c1ccc(S(N)(=O)=O)cc1,-6.6231,C[C@H](N[C@@H](CN(C)C)c1ccccc1)c1ccc(S(N)(=O)=O)cc1,-6.6231,,-0.0,0,5998.0
5848,ZINC000432383488,CCC(CC)[C@H](CCN1C(=O)N[C@@H](c2ccn(C)n2)C1=O)OC,-5.27016,CCC(CC)[C@H](CCN1C(=O)N[C@@H](c2ccn(C)n2)C1=O)OC,-5.27016,,-0.0,0,1835.0
6754,ZINC000447393530,CCCCOCCN1CCC(C)(C)S(=O)(=O)CC1,-4.6508400000000005,CCCCOCCN1CCC(C)(C)S(=O)(=O)CC1,-4.6508400000000005,,-0.0,0,795.0
4127,ZINC000278028255,C[C@@H](O)[C@@H]1NC(=O)N(c2ccc(N3CCOCC3)c(F)c2)C1=O,-6.95095,C[C@@H](O)[C@@H]1NC(=O)N(c2ccc(N3CCOCC3)c(F)c2)C1=O,-6.95095,,-0.0,0,7145.0
4387,ZINC000361237651,COCCCCc1cccnc1NC(=O)[C@@H]1CC=CC[C@@H]1C,-5.9337800000000005,COCCCCc1cccnc1NC(=O)[C@@H]1CC=CC[C@@H]1C,-5.9337800000000005,,-0.0,0,3689.0
4255,ZINC000336661450,Cc1cc(C)c(S(=O)(=O)N[C@@H](CO)C(C)C)s1,-4.89812,Cc1cc(C)c(S(=O)(=O)N[C@@H](CO)C(C)C)s1,-4.89812,,-0.0,0,1115.0
3610,ZINC000590680224,CCOC[C@@H](C(=O)OC)N(C)C(=O)c1cc(OCC)no1,-4.60675,CCOC[C@@H](C(=O)OC)N(C)C(=O)c1cc(OCC)no1,-4.60675,,-0.0,0,754.0
1539,ZINC000643714584,NC(=O)C[C@]1(O)CCCN(c2ncnc3ccc(F)cc32)C1,-8.10407,NC(=O)C[C@]1(O)CCCN(c2ncnc3ccc(F)cc23)C1,-8.10407,,-0.0,0,9429.0
7333,ZINC000288834508,CNC(=O)OC[C@@H]1CCCCN1C(=O)[C@H](C)Cc1c(C)nn(C)c1C,-5.69723,CNC(=O)OC[C@@H]1CCCCN1C(=O)[C@H](C)Cc1c(C)nn(C)c1C,-5.69723,,-0.0,0,2933.0
1172,ZINC000049095107,CC(C)(C#N)C(=O)NCCOc1cccc(F)c1,-5.2626800000000005,CC(C)(C#N)C(=O)NCCOc1cccc(F)c1,-5.2626800000000005,,-0.0,0,1817.0
1409,ZINC000114513347,CC(C)(CNC(=O)Nc1ccccn1)c1cccs1,-7.120360000000001,CC(C)(CNC(=O)Nc1ccccn1)c1cccs1,-7.120360000000001,,-0.0,0,7600.0
4307,ZINC000329640632,CCc1nnc(C/N=C(/O)N[C@H]2CCCC(C)(C)C2)s1,-7.0975,CCc1nnc(C/N=C(/O)N[C@H]2CCCC(C)(C)C2)s1,-7.0975,,-0.0,0,7539.0
2300,ZINC000340897948,C=CCN(CC=C)C(=O)[C@H](C)Cn1ncc2ccccc21,-3.61537,C=CCN(CC=C)C(=O)[C@H](C)Cn1ncc2ccccc21,-3.61537,,-0.0,0,176.0
1142,ZINC000422135953,O=C(NCCCCOc1ccc(F)cc1)N1CCC[C@H](CCO)CC1,-5.80499,O=C(NCCCCOc1ccc(F)cc1)N1CCC[C@H](CCO)CC1,-5.80499,,-0.0,0,3265.0
6813,ZINC000567330747,CC(C)(C)c1nc(=NC(=O)c2sccc2-n2ccnn2)s[nH]1,-6.41965,CC(C)(C)c1nc(=NC(=O)c2sccc2-n2ccnn2)s[nH]1,-6.41965,,-0.0,0,5334.0
7925,ZINC000453296212,CC(C)[C@H](N[C@H]1CC[C@@H](CC#N)C1)c1cc(F)ccc1F,-6.37643,CC(C)[C@H](N[C@H]1CC[C@@H](CC#N)C1)c1cc(F)ccc1F,-6.37643,,-0.0,0,5185.0
1366,ZINC000669560507,O=C(N[C@H]1CCCc2cn(C3CCCC3)nc21)N[C@H]1CCCNCC1,-9.32116,O=C(N[C@H]1CCCNCC1)N[C@H]1CCCc2cn(C3CCCC3)nc21,-9.32116,,-0.0,0,9894.0
4532,ZINC000651272282,Cc1cccc([C@@H]2CCCN2C(=O)N[C@H]2C[C@@H](C(N)=O)C2)n1,-6.33234,Cc1cccc([C@@H]2CCCN2C(=O)N[C@H]2C[C@@H](C(N)=O)C2)n1,-6.33234,,-0.0,0,5037.0
1076,ZINC000680935596,O=C(NC1(CCO)CCOCC1)c1noc(-c2cccc(F)c2)n1,-6.87104,O=C(NC1(CCO)CCOCC1)c1noc(-c2cccc(F)c2)n1,-6.87104,,-0.0,0,6903.0
8894,ZINC000347006893,Cc1oc(-c2cccs2)nc1CC(=O)N(C)[C@@H]1CCN(C2CC2)C1,-6.938680000000001,Cc1oc(-c2cccs2)nc1CC(=O)N(C)[C@@H]1CCN(C2CC2)C1,-6.938680000000001,,-0.0,0,7103.0
1186,ZINC000048433708,CCN(C[C@@H]1CCOC1)C(=O)CSc1nnnn1C1CC1,-4.4524,CCN(C[C@@H]1CCOC1)C(=O)CSc1nnnn1C1CC1,-4.4524,,-0.0,0,617.0
1904,ZINC000357358922,COCc1cnc(CN[C@@H]2CCC(C)(C)C2)s1,-5.87589,COCc1cnc(CN[C@@H]2CCC(C)(C)C2)s1,-5.87589,,-0.0,0,3480.0
2719,ZINC000269812284,CCC(CC)n1ccc(C(=O)N(C)c2ccccc2C#N)n1,-6.2506900000000005,CCC(CC)n1ccc(C(=O)N(C)c2ccccc2C#N)n1,-6.2506900000000005,,-0.0,0,4755.0
7669,ZINC000348266151,CC(C)CN1CC(=O)N(C[C@@H](C(C)C)N2CCOCC2)C1=O,-5.51086,CC(C)CN1CC(=O)N(C[C@@H](C(C)C)N2CCOCC2)C1=O,-5.51086,,-0.0,0,2420.0
7260,ZINC000291099943,CC(=O)c1ccc(S(C)(=O)=O)c(N2CCC(F)(F)[C@H](C)C2)c1,-6.8602,CC(=O)c1ccc(S(C)(=O)=O)c(N2CCC(F)(F)[C@H](C)C2)c1,-6.8602,,-0.0,0,6867.0
8524,ZINC000638680852,COC[C@@H](N)C(=O)N1CCC(Cc2nc(C3CCC3)no2)CC1,-7.05554,COC[C@@H](N)C(=O)N1CCC(Cc2nc(C3CCC3)no2)CC1,-7.05554,,-0.0,0,7445.0
6248,ZINC000615748578,COc1cc(OC)c(C[C@@H](C)NC(=O)Cc2n[nH]c(C)n2)c(OC)c1,-6.42783,COc1cc(OC)c(C[C@@H](C)NC(=O)Cc2n[nH]c(C)n2)c(OC)c1,-6.42783,,-0.0,0,5352.0
764,ZINC000237465071,C[C@H](C(=O)N[C@H]1CCN(C(=O)C2CCCC2)C1)[C@@H](N)c1ccccc1,-6.82262,C[C@H](C(=O)N[C@H]1CCN(C(=O)C2CCCC2)C1)[C@@H](N)c1ccccc1,-6.82262,,-0.0,0,6743.0
6479,ZINC000592918348,COC(=O)[C@H]1C[C@H](O)CN(C(=O)CCOCC(C)C)C1,-4.40171,COC(=O)[C@H]1C[C@H](O)CN(C(=O)CCOCC(C)C)C1,-4.40171,,-0.0,0,571.0
7038,ZINC000078843372,Cc1ccc([C@H](CNC(=O)N[C@H](CO)C(C)C)N2CCOCC2)o1,-5.44246,Cc1ccc([C@H](CNC(=O)N[C@H](CO)C(C)C)N2CCOCC2)o1,-5.44246,,-0.0,0,2250.0
5126,ZINC000545202050,CCN(Cc1cn(C)nn1)C(=O)N[C@H]1CCO[C@H](c2ccccc2)C1,-6.993519999999999,CCN(Cc1cn(C)nn1)C(=O)N[C@H]1CCO[C@H](c2ccccc2)C1,-6.993519999999999,,-0.0,0,7256.0
3060,ZINC000466431053,Cc1ccc(NCc2ccc(C(F)(F)F)cc2C)nc1,-6.71149,Cc1ccc(NCc2ccc(C(F)(F)F)cc2C)nc1,-6.71149,,-0.0,0,6333.0
6968,ZINC000073498927,CO[C@@]1(C)C[C@H](NC(=O)NCCCN2CCCCCC2=O)C1(C)C,-7.133039999999999,CO[C@@]1(C)C[C@H](NC(=O)NCCCN2CCCCCC2=O)C1(C)C,-7.133039999999999,,-0.0,0,7644.0
8884,ZINC000336823382,C[C@@H]1CN(C[C@H]2CCOC2)C[C@@H](c2ccc(F)cc2)O1,-5.24545,C[C@@H]1CN(C[C@H]2CCOC2)C[C@@H](c2ccc(F)cc2)O1,-5.24545,,-0.0,0,1787.0
4384,ZINC000641568820,O=C(Cn1nnc2ccccc2c1=O)N1C[C@H]2C[C@@]2(O)C1,-5.949380000000001,O=C(Cn1nnc2ccccc2c1=O)N1C[C@H]2C[C@@]2(O)C1,-5.949380000000001,,-0.0,0,3738.0
4203,ZINC000667248481,CC(NC(=O)Nc1cccc(O[C@@H]2CC(=O)N2)c1)(C1CC1)C1CC1,-5.82276,CC(NC(=O)Nc1cccc(O[C@@H]2CC(=O)N2)c1)(C1CC1)C1CC1,-5.82276,,-0.0,0,3320.0
617,ZINC000614151656,O=C(N[C@H]1[C@@H]2CCC[C@@H]21)c1ccc2c(c1)nc(O)n2C1CC1,-6.631939999999999,O=C(N[C@H]1[C@@H]2CCC[C@@H]21)c1ccc2c(c1)nc(O)n2C1CC1,-6.631939999999999,,-0.0,0,6031.0
1783,ZINC000456777261,CC(C)CCc1ccc(NC(=O)CC2CCOCC2)nc1,-5.76464,CC(C)CCc1ccc(NC(=O)CC2CCOCC2)nc1,-5.76464,,-0.0,0,3154.0
8182,ZINC000492338541,CC(C)Oc1ccc(/C=C\C(=O)N2CCOC[C@H]2c2ncon2)cc1,-3.80402,CC(C)Oc1ccc(/C=C\C(=O)N2CCOC[C@H]2c2ncon2)cc1,-3.80402,,-0.0,0,240.0
724,ZINC000373564261,COC(=O)[C@@H]1CN(C(=O)[C@@H]2C[C@H]2c2ccc(C(F)(F)F)cc2)C[C@H]1C,-7.8624,COC(=O)[C@@H]1CN(C(=O)[C@@H]2C[C@H]2c2ccc(C(F)(F)F)cc2)C[C@H]1C,-7.8624,,-0.0,0,9139.0
4027,ZINC000347759390,CCOCCOC1CN(C(=O)c2cnc(C)nc2C(C)C)C1,-5.37946,CCOCCOC1CN(C(=O)c2cnc(C)nc2C(C)C)C1,-5.37946,,-0.0,0,2108.0
8281,ZINC000554905609,Cn1c(CC(C)(C)C)nnc1N1C[C@@H](O)C[C@@H]1c1ccc(F)c(F)c1,-5.78001,Cn1c(CC(C)(C)C)nnc1N1C[C@@H](O)C[C@@H]1c1ccc(F)c(F)c1,-5.78001,,-0.0,0,3192.0
6601,ZINC000664407098,CO[C@@H]1CS(=O)(=O)[C@H]2CN(C(=O)c3ncc(C)o3)C[C@H]21,-4.932119999999999,CO[C@@H]1CS(=O)(=O)[C@H]2CN(C(=O)c3ncc(C)o3)C[C@@H]12,-4.932119999999999,,-0.0,0,1176.0
2121,ZINC000360212236,CCc1ccc(NS(=O)(=O)N2C[C@H](C)OC[C@@H]2C)cc1,-5.22515,CCc1ccc(NS(=O)(=O)N2C[C@H](C)OC[C@@H]2C)cc1,-5.22515,,-0.0,0,1738.0
11,ZINC000510706048,C[C@H](CCc1c(F)cccc1F)N[C@@H]1CCOC2(CCCC2)C1,-7.47669,C[C@H](CCc1c(F)cccc1F)N[C@@H]1CCOC2(CCCC2)C1,-7.47669,,-0.0,0,8492.0
8377,ZINC000624019055,CC[C@H](C)Oc1cc(CNCCc2cnn(C)c2)ccc1OC,-6.70073,CC[C@H](C)Oc1cc(CNCCc2cnn(C)c2)ccc1OC,-6.70073,,-0.0,0,6298.0
8446,ZINC000619165006,CS(=O)(=O)C1(C(=O)N2CCC([C@@H]3CCCCO3)CC2)CCC1,-5.2329,CS(=O)(=O)C1(C(=O)N2CCC([C@@H]3CCCCO3)CC2)CCC1,-5.2329,,-0.0,0,1760.0
1434,ZINC000432730532,COC(=O)Cn1ncc(NC(=O)c2c(N)cccc2[N+](=O)[O-])c1C,-6.65857,COC(=O)Cn1ncc(NC(=O)c2c(N)cccc2[N+](=O)[O-])c1C,-6.65857,,-0.0,0,6141.0
8301,ZINC000564105421,CCO[C@@H]1C[C@@H](NC(=O)[C@H]2C[C@@H](C(C)=O)C2(C)C)[C@H]1n1cccn1,-5.35599,CCO[C@@H]1C[C@@H](NC(=O)[C@H]2C[C@@H](C(C)=O)C2(C)C)[C@H]1n1cccn1,-5.35599,,-0.0,0,2056.0
4095,ZINC000121776539,O=C(CSc1cccc(C(F)(F)F)c1)Nc1ccc2c(c1)C(=O)NC2,-9.39026,O=C(CSc1cccc(C(F)(F)F)c1)Nc1ccc2c(c1)C(=O)NC2,-9.39026,,-0.0,0,9898.0
7570,ZINC000348085062,CSC1(CNCCCO[C@@H]2CCCc3ccccc32)CC1,-7.79759,CSC1(CNCCCO[C@@H]2CCCc3ccccc32)CC1,-7.79759,,-0.0,0,9038.0
5636,ZINC000433299900,CCN(C(=O)CN1C[C@@H](CO)c2ccccc21)[C@H]1CCS(=O)(=O)C1,-6.28238,CCN(C(=O)CN1C[C@@H](CO)c2ccccc21)[C@H]1CCS(=O)(=O)C1,-6.28238,,-0.0,0,4868.0
3188,ZINC000276013633,Cc1cc(C(=O)N(C)Cc2ccccc2C(F)(F)F)cnn1,-6.4762900000000005,Cc1cc(C(=O)N(C)Cc2ccccc2C(F)(F)F)cnn1,-6.4762900000000005,,-0.0,0,5514.0
861,ZINC000273541246,C[C@H](NC(=O)c1coc(C(N)=O)c1)c1nc(C2CCCCC2)no1,-7.79508,C[C@H](NC(=O)c1coc(C(N)=O)c1)c1nc(C2CCCCC2)no1,-7.79508,,-0.0,0,9032.0
